gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,PaperlessBilling,MonthlyCharges,Churn
Female,No,Yes,No,37,DSL,No,Yes,No,Yes,No,No,72.1,No
Male,No,No,No,11,DSL,No,Yes,Yes,No,No,No,34.7,No
Female,No,Yes,No,18,Fiber optic,No,No,Yes,No,Yes,Yes,95.95,No
Male,No,Yes,Yes,50,DSL,No,No,No,No,No,Yes,44.8,No
Female,No,Yes,Yes,67,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,109.4,No
Female,No,Yes,No,25,DSL,Yes,Yes,No,Yes,No,Yes,71.05,No
Female,Yes,No,No,2,Fiber optic,No,No,Yes,No,No,Yes,78.55,Yes
Female,No,No,Yes,10,DSL,Yes,Yes,No,Yes,No,No,40.25,No
Male,No,No,No,9,DSL,Yes,No,Yes,Yes,No,Yes,68.25,No
Female,No,No,No,2,DSL,Yes,No,No,No,No,No,50.95,No
Female,No,No,Yes,1,Fiber optic,No,No,No,No,No,No,78.65,Yes
Male,No,No,No,19,DSL,No,No,No,No,No,Yes,25.15,No
Male,No,No,No,1,DSL,No,No,No,No,No,Yes,42.9,Yes
Male,Yes,No,No,1,DSL,No,No,No,No,No,No,44.0,No
Female,No,No,No,3,DSL,Yes,No,No,Yes,No,No,34.25,Yes
Female,No,No,No,9,DSL,Yes,No,Yes,Yes,Yes,No,58.5,Yes
Female,No,No,No,5,DSL,Yes,No,Yes,No,No,No,55.8,No
Female,No,Yes,Yes,56,Fiber optic,No,No,No,No,Yes,No,88.9,No
Female,No,No,Yes,18,DSL,Yes,No,No,No,No,No,57.65,No
Male,Yes,No,No,49,Fiber optic,No,No,No,No,Yes,Yes,96.2,Yes
Male,No,Yes,No,70,DSL,Yes,Yes,Yes,Yes,Yes,No,79.15,No
Female,No,No,No,72,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,108.05,No
Female,Yes,No,No,6,Fiber optic,No,No,Yes,No,No,No,74.4,Yes
Male,Yes,Yes,No,17,Fiber optic,No,No,No,No,Yes,Yes,94.8,No
Male,No,Yes,No,29,DSL,No,No,No,No,Yes,Yes,45.9,No
Female,No,Yes,No,6,Fiber optic,No,Yes,Yes,No,Yes,Yes,105.3,Yes
Male,No,Yes,No,63,Fiber optic,No,No,Yes,No,Yes,No,102.6,No
Male,No,Yes,No,16,Fiber optic,No,No,No,No,No,Yes,73.85,Yes
Male,No,No,No,59,DSL,No,No,Yes,No,No,Yes,61.35,No
Female,No,No,No,3,DSL,No,No,Yes,No,Yes,No,57.55,No
Female,No,No,No,8,DSL,No,Yes,No,No,No,Yes,29.25,No
Female,Yes,Yes,No,7,Fiber optic,No,No,No,No,No,Yes,84.55,Yes
Female,No,Yes,Yes,68,Fiber optic,Yes,No,Yes,Yes,Yes,No,111.75,No
Female,Yes,Yes,No,52,Fiber optic,No,Yes,Yes,No,Yes,Yes,106.5,No
Male,No,Yes,Yes,72,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,107.7,No
Male,No,Yes,Yes,1,Fiber optic,No,No,No,No,No,Yes,69.95,No
Male,No,Yes,Yes,42,DSL,Yes,No,No,Yes,No,No,63.7,No
Male,No,No,No,45,DSL,Yes,No,No,No,No,Yes,50.9,No
Female,No,Yes,Yes,43,DSL,Yes,No,Yes,Yes,Yes,Yes,60.4,No
Male,No,Yes,No,37,DSL,Yes,No,Yes,No,Yes,No,79.25,No
Female,Yes,No,No,20,Fiber optic,No,No,No,No,No,Yes,85.8,Yes
Female,No,No,No,4,DSL,No,No,No,No,No,Yes,24.45,Yes
Male,No,Yes,No,63,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,110.1,No
Male,No,No,No,3,Fiber optic,No,No,No,No,Yes,No,90.7,No
Male,No,No,No,28,Fiber optic,No,Yes,Yes,No,Yes,Yes,105.7,Yes
Female,Yes,No,No,8,Fiber optic,No,No,No,No,No,No,85.2,No
Male,No,No,No,1,DSL,No,No,No,No,No,Yes,24.25,Yes
Male,Yes,Yes,No,16,DSL,Yes,Yes,No,No,No,Yes,54.55,No
Male,No,Yes,No,66,Fiber optic,Yes,Yes,Yes,Yes,No,No,96.6,No
Female,No,No,No,11,Fiber optic,No,No,No,No,No,Yes,76.5,Yes
Male,No,No,No,51,DSL,Yes,Yes,Yes,Yes,Yes,Yes,81.15,No
Female,No,No,Yes,8,DSL,Yes,No,No,No,No,Yes,38.5,No
Male,No,No,No,14,Fiber optic,No,No,No,No,Yes,Yes,92.9,No
Female,No,No,No,4,Fiber optic,No,Yes,No,Yes,No,Yes,93.5,Yes
Female,No,No,No,70,DSL,Yes,Yes,Yes,No,Yes,No,84.7,No
Female,No,No,Yes,70,DSL,Yes,Yes,No,Yes,No,No,66.0,No
Female,Yes,Yes,No,54,Fiber optic,No,Yes,No,No,Yes,Yes,101.5,Yes
Male,No,No,Yes,28,Fiber optic,Yes,No,No,No,No,Yes,74.9,Yes
Female,No,Yes,No,69,DSL,No,Yes,No,No,No,Yes,61.45,No
Male,No,Yes,Yes,42,DSL,Yes,Yes,No,No,No,No,54.5,No
Female,Yes,No,No,2,Fiber optic,No,No,No,No,No,Yes,69.6,Yes
Female,Yes,No,No,39,Fiber optic,No,No,Yes,No,Yes,Yes,99.75,No
Male,No,Yes,Yes,45,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,109.75,No
Male,No,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,80.85,No
Male,No,Yes,No,72,DSL,Yes,Yes,Yes,Yes,No,Yes,67.8,No
Female,No,Yes,Yes,51,DSL,No,No,Yes,Yes,Yes,Yes,56.15,No
Male,No,No,No,63,DSL,Yes,Yes,Yes,Yes,Yes,Yes,86.7,No
Female,No,No,No,1,DSL,No,Yes,No,No,No,No,50.55,Yes
Female,No,No,No,2,DSL,No,No,No,Yes,No,Yes,54.35,No
Female,Yes,No,No,52,Fiber optic,Yes,Yes,Yes,No,Yes,No,108.1,No
Female,No,No,No,36,DSL,Yes,No,No,No,No,No,54.45,No
Female,No,No,No,1,DSL,No,No,No,No,No,No,45.35,No
Female,No,No,No,28,DSL,Yes,No,Yes,No,No,No,59.0,No
Female,No,Yes,Yes,7,DSL,Yes,Yes,Yes,No,Yes,No,69.45,No
Male,No,No,No,14,Fiber optic,No,Yes,No,No,Yes,Yes,100.55,Yes
Male,Yes,Yes,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,64.95,No
Female,No,No,No,7,DSL,No,No,No,No,No,No,25.05,No
Male,No,No,No,4,Fiber optic,No,No,Yes,No,No,Yes,74.8,Yes
Male,No,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,114.3,No
Female,No,Yes,No,20,DSL,No,No,No,No,No,Yes,24.45,Yes
Male,No,No,No,63,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,109.2,No
Female,No,No,No,56,DSL,Yes,Yes,Yes,Yes,No,No,45.05,No
Female,No,No,Yes,5,DSL,No,No,No,Yes,No,Yes,51.0,No
Female,No,Yes,No,72,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,110.45,No
Male,Yes,Yes,Yes,68,Fiber optic,No,Yes,Yes,No,No,Yes,84.65,No
Male,No,Yes,Yes,67,DSL,Yes,Yes,No,Yes,No,No,60.05,No
Male,No,Yes,Yes,8,DSL,No,No,No,No,No,No,44.65,No
Male,No,Yes,Yes,52,Fiber optic,No,Yes,No,Yes,No,Yes,93.25,No
Male,No,No,No,7,Fiber optic,No,No,No,No,Yes,Yes,94.1,No
Male,No,Yes,Yes,59,DSL,Yes,No,Yes,No,No,No,34.8,No
Male,No,No,No,46,DSL,Yes,No,Yes,Yes,Yes,Yes,60.75,No
Male,No,No,No,5,DSL,No,Yes,No,No,No,Yes,51.35,No
Male,Yes,Yes,No,59,DSL,Yes,No,Yes,Yes,Yes,Yes,64.05,No
Female,No,Yes,No,70,DSL,No,Yes,Yes,Yes,Yes,Yes,84.8,No
Female,No,No,No,14,Fiber optic,No,No,No,No,No,Yes,71.0,Yes
Female,No,No,No,44,DSL,No,No,No,No,No,Yes,50.15,No
Female,No,Yes,No,64,Fiber optic,Yes,No,Yes,No,Yes,Yes,94.6,No
Female,No,Yes,Yes,58,DSL,Yes,No,Yes,Yes,Yes,No,59.75,No
Female,Yes,Yes,No,46,Fiber optic,No,No,No,Yes,Yes,No,100.25,No
Male,Yes,Yes,No,58,Fiber optic,No,Yes,No,No,Yes,Yes,98.9,No
Female,No,Yes,No,72,Fiber optic,No,Yes,No,No,Yes,Yes,97.7,No
Female,Yes,No,No,30,DSL,No,No,Yes,No,Yes,Yes,40.3,Yes
Male,Yes,No,No,11,DSL,Yes,Yes,No,No,No,No,60.25,No
Female,Yes,No,No,34,DSL,No,Yes,Yes,No,Yes,Yes,56.25,No
Male,No,No,No,54,DSL,Yes,Yes,No,No,No,No,46.2,No
Female,No,No,No,3,DSL,No,Yes,No,No,Yes,Yes,50.6,Yes
Female,No,Yes,Yes,40,Fiber optic,No,No,Yes,Yes,No,Yes,84.85,Yes
Female,No,Yes,Yes,2,DSL,No,No,No,No,Yes,No,65.7,Yes
Male,No,Yes,Yes,54,DSL,No,No,Yes,No,No,No,63.35,No
Female,No,No,No,14,DSL,Yes,No,No,No,No,No,50.1,No
Female,No,No,No,1,Fiber optic,No,No,No,No,No,No,70.5,Yes
Female,No,No,No,10,Fiber optic,No,Yes,Yes,No,No,Yes,94.85,Yes
Female,No,No,No,1,DSL,Yes,No,No,No,No,No,50.15,No
Male,No,No,No,56,DSL,Yes,Yes,No,Yes,No,Yes,64.65,No
Female,No,Yes,No,68,DSL,Yes,Yes,No,Yes,Yes,Yes,79.6,No
Male,No,Yes,Yes,68,Fiber optic,Yes,No,No,Yes,Yes,Yes,99.55,No
Male,Yes,Yes,No,55,Fiber optic,No,No,No,No,No,Yes,74.0,No
Female,No,No,No,16,DSL,Yes,No,No,No,Yes,Yes,38.9,No
Male,Yes,No,No,9,Fiber optic,No,No,No,No,No,Yes,79.55,No
Male,No,Yes,Yes,14,DSL,Yes,Yes,No,No,Yes,Yes,65.45,Yes
Male,Yes,Yes,No,58,Fiber optic,No,No,Yes,No,Yes,Yes,98.7,Yes
Male,No,No,No,53,DSL,Yes,Yes,No,No,No,Yes,46.3,No
Male,No,Yes,No,70,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,99.35,No
Female,Yes,Yes,Yes,14,Fiber optic,No,No,No,No,Yes,Yes,95.8,No
Male,No,Yes,Yes,22,DSL,Yes,No,Yes,Yes,Yes,Yes,67.5,Yes
Female,No,Yes,No,10,Fiber optic,Yes,No,No,No,No,Yes,78.15,No
Female,No,No,No,1,Fiber optic,No,No,No,No,No,Yes,69.6,Yes
Male,No,Yes,No,49,DSL,Yes,No,Yes,Yes,Yes,No,84.35,Yes
Female,Yes,Yes,No,68,Fiber optic,No,Yes,No,No,Yes,Yes,100.2,Yes
Female,No,No,No,1,Fiber optic,No,No,No,No,Yes,No,78.05,Yes
Female,No,No,No,30,DSL,No,No,No,Yes,No,Yes,40.35,No
Female,No,Yes,No,72,DSL,Yes,Yes,Yes,Yes,Yes,No,79.2,No
Male,No,No,No,7,Fiber optic,No,No,No,No,No,No,73.6,Yes
Female,No,No,No,9,Fiber optic,No,No,No,No,No,Yes,74.75,Yes
Female,No,No,Yes,1,DSL,Yes,No,No,No,No,No,49.9,No
Female,No,No,No,20,DSL,No,Yes,No,Yes,No,Yes,68.9,No
Female,No,No,No,29,Fiber optic,No,No,No,No,No,Yes,76.0,No
Male,No,No,No,1,Fiber optic,No,No,No,Yes,No,No,74.0,No
Male,No,No,No,3,Fiber optic,Yes,No,No,Yes,No,Yes,82.3,No
Female,No,No,No,20,Fiber optic,Yes,No,Yes,No,Yes,Yes,89.4,No
Male,No,No,Yes,64,Fiber optic,No,Yes,No,Yes,Yes,Yes,99.15,No
Female,No,No,No,6,DSL,Yes,No,No,No,No,No,29.45,No
Male,No,No,No,6,DSL,Yes,No,No,No,No,Yes,59.15,No
Male,No,Yes,Yes,7,DSL,No,No,No,No,No,No,44.75,No
Male,No,Yes,Yes,72,Fiber optic,No,No,Yes,No,No,Yes,90.8,No
Male,No,Yes,No,8,DSL,No,Yes,No,No,No,Yes,49.55,No
Female,No,Yes,Yes,67,Fiber optic,Yes,No,No,Yes,Yes,No,106.7,No
Female,Yes,Yes,No,24,Fiber optic,No,No,No,No,Yes,Yes,93.55,Yes
Female,No,Yes,No,72,Fiber optic,Yes,Yes,No,No,No,Yes,94.45,No
Male,No,No,No,2,DSL,No,No,No,No,No,Yes,25.05,Yes
Male,No,Yes,No,70,DSL,Yes,Yes,No,Yes,No,No,67.95,No
Female,No,No,No,22,DSL,No,Yes,Yes,No,Yes,No,65.25,No
Female,No,No,No,59,Fiber optic,Yes,Yes,Yes,No,No,Yes,99.45,No
Male,No,Yes,No,53,DSL,Yes,No,Yes,Yes,Yes,No,77.4,No
Male,No,Yes,No,63,Fiber optic,Yes,No,Yes,No,Yes,No,99.7,No
Female,No,No,No,40,Fiber optic,No,Yes,No,No,No,No,74.8,No
Male,No,Yes,Yes,26,Fiber optic,No,No,No,No,No,No,78.95,No
Male,Yes,Yes,No,27,Fiber optic,No,Yes,Yes,No,No,Yes,95.55,Yes
Male,No,No,Yes,53,DSL,Yes,Yes,No,Yes,No,No,62.85,No
Male,Yes,Yes,No,34,Fiber optic,No,No,No,No,No,No,71.55,No
Female,Yes,Yes,No,19,Fiber optic,No,No,No,No,Yes,Yes,94.95,No
Male,No,Yes,No,43,Fiber optic,Yes,Yes,Yes,No,No,Yes,86.1,No
Male,No,No,No,57,DSL,No,Yes,No,No,Yes,Yes,39.3,Yes
Male,No,Yes,Yes,34,Fiber optic,No,No,Yes,No,Yes,Yes,84.05,No
Female,No,No,No,10,DSL,No,Yes,No,Yes,No,No,36.25,No
Female,No,No,No,13,DSL,No,No,No,No,No,Yes,23.9,Yes
Male,No,No,No,56,Fiber optic,No,Yes,No,No,Yes,No,98.6,No
Female,No,Yes,No,55,Fiber optic,No,Yes,Yes,No,Yes,Yes,103.65,No
Female,No,Yes,Yes,36,DSL,Yes,Yes,Yes,Yes,Yes,Yes,92.9,No
Female,No,No,No,1,Fiber optic,No,No,Yes,No,Yes,Yes,85.45,Yes
Male,Yes,No,No,24,Fiber optic,No,Yes,No,No,No,Yes,80.5,No
Female,No,No,No,63,Fiber optic,No,Yes,No,No,Yes,No,99.9,Yes
Female,Yes,No,No,35,DSL,No,No,Yes,No,Yes,Yes,39.85,No
Female,No,No,No,67,DSL,Yes,Yes,No,Yes,No,No,60.5,No
Male,No,No,No,25,Fiber optic,No,No,No,No,No,Yes,84.8,Yes
Male,No,No,No,21,Fiber optic,Yes,No,Yes,No,Yes,No,103.85,No
Female,No,No,No,13,DSL,Yes,Yes,No,Yes,No,No,67.8,No
Male,No,Yes,No,35,Fiber optic,No,No,No,No,No,Yes,75.2,Yes
Male,No,Yes,No,71,DSL,No,Yes,No,No,Yes,No,49.35,Yes
Male,Yes,Yes,No,7,Fiber optic,No,No,No,No,Yes,Yes,89.0,No
Female,Yes,No,No,57,DSL,No,Yes,Yes,No,Yes,Yes,55.0,No
Male,No,Yes,No,65,DSL,Yes,No,Yes,Yes,No,No,76.15,No
Male,No,No,No,6,Fiber optic,No,No,No,No,No,Yes,74.9,Yes
Female,Yes,No,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,117.35,No
Male,No,No,No,11,DSL,No,No,No,No,No,No,45.2,No
Female,Yes,No,No,59,Fiber optic,Yes,Yes,Yes,No,No,Yes,89.75,No
Male,No,No,No,26,DSL,Yes,No,No,Yes,Yes,No,75.0,No
Male,Yes,No,No,2,DSL,No,No,Yes,No,No,No,49.95,No
Female,No,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,No,65.7,No
Male,No,Yes,No,65,DSL,Yes,Yes,Yes,No,No,No,67.05,No
Male,No,Yes,Yes,72,Fiber optic,No,Yes,Yes,Yes,Yes,No,110.9,No
Male,No,No,No,6,Fiber optic,No,No,No,Yes,No,Yes,87.95,No
Female,No,Yes,No,50,DSL,No,No,Yes,No,Yes,No,75.7,No
Male,No,Yes,No,61,DSL,Yes,No,Yes,Yes,Yes,Yes,62.15,No
Female,No,No,No,15,Fiber optic,No,Yes,Yes,No,Yes,Yes,101.25,Yes
Male,No,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,115.15,No
Female,No,No,No,12,Fiber optic,No,No,No,No,No,Yes,86.55,No
Female,No,No,No,37,DSL,No,No,No,Yes,No,No,28.6,Yes
Male,No,No,Yes,21,DSL,No,No,No,No,No,No,45.65,No
Male,No,Yes,Yes,68,DSL,Yes,Yes,Yes,Yes,No,Yes,56.4,No
Male,Yes,No,No,12,Fiber optic,No,No,No,No,No,Yes,73.3,No
Female,Yes,No,No,2,DSL,No,No,No,No,No,No,24.35,Yes
Female,No,Yes,No,62,Fiber optic,No,No,Yes,No,Yes,Yes,101.35,No
Female,Yes,No,No,29,Fiber optic,No,No,No,Yes,Yes,No,98.65,Yes
Male,No,No,Yes,1,DSL,No,Yes,No,Yes,No,No,33.6,No
Male,Yes,Yes,No,5,Fiber optic,No,No,Yes,No,No,Yes,79.9,Yes
Male,No,No,Yes,62,Fiber optic,No,No,Yes,Yes,Yes,Yes,104.05,No
Female,Yes,No,No,28,Fiber optic,No,No,Yes,Yes,Yes,Yes,103.3,Yes
Female,No,Yes,Yes,69,DSL,Yes,Yes,No,Yes,Yes,No,73.7,No
Female,No,Yes,No,11,Fiber optic,Yes,No,No,Yes,Yes,Yes,96.2,Yes
Female,No,Yes,No,63,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,108.75,No
Female,Yes,No,No,45,DSL,Yes,No,No,Yes,No,Yes,70.05,No
Female,No,No,Yes,22,Fiber optic,No,No,No,No,No,Yes,84.75,No
Male,No,Yes,No,55,Fiber optic,No,No,Yes,Yes,Yes,Yes,104.15,Yes
Female,No,No,No,65,DSL,Yes,No,Yes,Yes,Yes,No,59.95,No
Male,Yes,No,No,5,Fiber optic,No,Yes,No,No,No,Yes,85.55,No
Female,No,Yes,Yes,24,DSL,Yes,No,Yes,No,Yes,No,78.6,No
Female,No,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,116.8,No
Male,No,No,No,21,DSL,Yes,No,No,Yes,Yes,Yes,43.55,No
Male,No,Yes,No,69,DSL,No,Yes,Yes,Yes,Yes,Yes,60.8,No
Male,No,Yes,Yes,44,DSL,No,Yes,No,Yes,No,Yes,54.9,No
Female,Yes,Yes,Yes,61,DSL,No,No,Yes,No,Yes,Yes,65.2,No
Male,Yes,No,No,24,Fiber optic,No,Yes,Yes,No,Yes,Yes,102.95,Yes
Female,No,No,No,1,Fiber optic,No,No,No,No,Yes,No,90.6,Yes
Female,No,No,No,6,DSL,No,No,No,Yes,No,Yes,50.8,Yes
Male,No,No,No,4,Fiber optic,No,Yes,No,No,No,Yes,90.05,Yes
Male,No,Yes,No,72,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,108.2,No
Male,No,No,No,72,DSL,Yes,Yes,Yes,Yes,Yes,No,92.0,No
Male,Yes,Yes,No,14,Fiber optic,No,No,No,No,No,Yes,75.1,No
Female,No,No,No,48,Fiber optic,No,Yes,No,No,No,No,75.15,No
Male,No,No,No,45,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,112.2,No
Male,No,No,No,3,Fiber optic,No,No,No,No,No,Yes,70.3,No
Female,No,Yes,No,3,Fiber optic,No,No,No,No,No,Yes,75.85,Yes
Male,No,Yes,Yes,69,DSL,Yes,Yes,No,Yes,Yes,No,80.65,No
Male,No,Yes,Yes,1,Fiber optic,No,No,No,No,No,Yes,68.5,Yes
Female,Yes,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,115.75,No
Male,No,No,No,11,Fiber optic,Yes,No,No,No,No,Yes,73.5,Yes
Male,No,No,No,71,DSL,Yes,Yes,Yes,Yes,No,No,80.6,No
Female,No,No,No,1,Fiber optic,No,No,No,No,No,Yes,69.95,Yes
Female,No,Yes,No,33,DSL,Yes,No,Yes,Yes,Yes,No,59.55,No
Female,Yes,Yes,No,56,Fiber optic,Yes,Yes,Yes,Yes,No,No,95.65,No
Male,No,No,No,5,DSL,No,No,Yes,No,Yes,Yes,70.05,Yes
Male,No,Yes,Yes,56,DSL,No,Yes,Yes,No,No,Yes,36.1,No
Male,No,No,No,8,Fiber optic,No,Yes,Yes,No,Yes,Yes,94.0,Yes
Female,No,Yes,Yes,22,DSL,Yes,Yes,Yes,No,No,No,61.15,Yes
Female,No,No,Yes,40,DSL,Yes,No,No,Yes,Yes,Yes,64.1,No
Male,No,Yes,Yes,68,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,110.2,No
Male,No,Yes,Yes,69,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,106.35,No
Female,No,Yes,No,56,Fiber optic,No,Yes,Yes,Yes,No,No,90.55,No
Female,No,Yes,Yes,10,DSL,No,Yes,Yes,No,No,Yes,65.9,No
Male,No,No,No,63,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,104.5,No
Female,No,Yes,Yes,24,DSL,Yes,Yes,Yes,Yes,No,Yes,52.5,No
Female,No,No,No,19,DSL,No,No,Yes,No,No,Yes,56.1,No
Male,No,Yes,Yes,22,Fiber optic,No,No,Yes,No,Yes,Yes,88.75,No
Male,No,Yes,No,29,Fiber optic,Yes,Yes,No,No,No,Yes,84.45,Yes
Male,No,Yes,No,13,DSL,No,No,Yes,No,Yes,Yes,75.3,Yes
Female,No,Yes,No,49,Fiber optic,No,Yes,Yes,No,Yes,No,99.4,No
Female,Yes,Yes,No,43,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,109.55,Yes
Male,No,Yes,Yes,42,DSL,No,No,Yes,Yes,Yes,No,73.15,No
Male,No,No,No,57,DSL,No,Yes,No,Yes,No,Yes,54.65,No
Male,Yes,No,No,2,DSL,Yes,No,Yes,No,Yes,No,66.4,Yes
Female,No,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,115.55,No
Female,Yes,No,No,46,Fiber optic,No,Yes,Yes,No,Yes,Yes,104.45,No
Male,Yes,Yes,No,66,Fiber optic,No,No,No,Yes,Yes,Yes,100.05,Yes
Male,No,No,No,62,Fiber optic,Yes,Yes,No,Yes,No,No,102.0,Yes
Female,No,Yes,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,91.15,No
Male,No,Yes,Yes,35,Fiber optic,No,Yes,No,Yes,Yes,Yes,89.7,No
Male,No,Yes,No,17,Fiber optic,Yes,Yes,Yes,No,No,No,90.2,Yes
Female,No,Yes,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,92.4,No
Female,No,No,No,31,Fiber optic,No,No,No,Yes,No,Yes,79.85,Yes
Female,No,No,No,2,DSL,No,Yes,No,No,No,Yes,49.6,Yes
Female,No,Yes,No,48,Fiber optic,No,Yes,Yes,No,Yes,Yes,97.05,No
Male,No,No,No,50,DSL,Yes,Yes,No,No,No,Yes,35.0,No
Female,No,Yes,Yes,52,Fiber optic,No,No,Yes,No,Yes,No,101.25,No
Male,Yes,Yes,No,4,Fiber optic,No,No,No,No,No,Yes,70.2,No
Female,Yes,No,No,32,Fiber optic,No,No,No,No,Yes,No,90.95,No
Male,No,Yes,Yes,45,DSL,Yes,Yes,No,Yes,Yes,No,73.85,No
Male,No,Yes,No,9,Fiber optic,Yes,No,No,No,No,Yes,88.05,No
Female,Yes,Yes,No,66,Fiber optic,No,No,Yes,Yes,Yes,Yes,105.95,Yes
Male,No,No,Yes,3,Fiber optic,No,No,Yes,No,No,No,91.85,Yes
Female,No,Yes,Yes,1,DSL,No,No,No,Yes,Yes,No,40.1,Yes
Female,No,Yes,Yes,64,Fiber optic,Yes,Yes,No,Yes,Yes,No,110.3,No
Female,Yes,No,No,31,Fiber optic,No,No,No,No,No,Yes,73.9,Yes
Female,No,No,No,14,Fiber optic,No,No,No,No,Yes,Yes,89.8,Yes
Female,No,No,No,12,Fiber optic,Yes,No,No,No,Yes,Yes,85.15,No
Male,Yes,Yes,No,67,DSL,Yes,Yes,No,Yes,No,Yes,60.95,No
Female,No,Yes,Yes,35,DSL,Yes,No,Yes,Yes,Yes,No,72.25,Yes
Female,No,No,No,45,DSL,Yes,No,No,Yes,No,No,73.55,No
Male,No,No,No,10,DSL,No,No,No,No,No,No,46.0,No
Female,Yes,No,No,29,DSL,Yes,Yes,No,No,No,Yes,58.55,No
Male,No,No,No,51,Fiber optic,Yes,No,No,No,Yes,No,86.35,No
Male,No,Yes,Yes,40,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,110.1,No
Female,Yes,No,No,37,Fiber optic,No,No,No,No,Yes,Yes,96.55,Yes
Male,No,No,No,25,Fiber optic,No,No,No,No,No,No,69.75,No
Female,No,No,No,22,DSL,No,No,Yes,No,Yes,Yes,50.6,No
Male,No,No,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,65.6,No
Female,No,No,No,7,DSL,No,Yes,No,No,No,Yes,40.1,Yes
Male,No,Yes,Yes,33,DSL,No,Yes,Yes,Yes,Yes,No,82.1,No
Female,No,No,No,23,Fiber optic,No,Yes,No,Yes,No,Yes,79.1,No
Male,Yes,No,No,24,Fiber optic,No,Yes,No,No,Yes,Yes,101.25,Yes
Female,No,No,No,1,Fiber optic,No,No,No,No,Yes,No,79.55,Yes
Male,No,No,No,69,DSL,Yes,Yes,Yes,Yes,Yes,No,90.65,No
Male,No,No,No,56,DSL,No,Yes,No,Yes,Yes,Yes,75.75,No
Male,No,No,No,65,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,110.0,No
Female,Yes,No,No,14,Fiber optic,No,No,Yes,No,No,Yes,80.35,No
Female,No,No,No,2,Fiber optic,No,No,No,No,No,Yes,70.15,No
Female,No,No,No,32,Fiber optic,No,No,No,No,Yes,No,84.05,Yes
Male,No,No,No,40,DSL,Yes,No,Yes,No,No,No,67.45,No
Male,No,No,No,1,Fiber optic,No,No,No,No,Yes,Yes,89.1,Yes
Female,No,No,No,7,Fiber optic,No,No,No,No,No,Yes,69.9,No
Female,No,Yes,No,15,DSL,No,No,No,No,No,Yes,51.1,No
Female,No,Yes,Yes,17,Fiber optic,Yes,No,Yes,No,Yes,No,94.4,Yes
Male,No,No,No,19,Fiber optic,No,Yes,Yes,No,No,Yes,78.25,Yes
Female,No,Yes,Yes,54,DSL,Yes,No,No,Yes,No,No,60.0,No
Male,No,Yes,No,31,Fiber optic,Yes,Yes,No,Yes,No,Yes,90.55,No
Female,No,No,No,11,Fiber optic,Yes,No,No,No,No,No,76.4,No
Female,Yes,No,No,18,Fiber optic,No,No,Yes,No,No,Yes,84.95,No
Female,Yes,No,No,72,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,110.1,No
Female,Yes,No,No,71,Fiber optic,No,Yes,No,No,Yes,Yes,99.65,No
Male,Yes,No,No,5,DSL,No,No,Yes,Yes,Yes,No,45.4,No
Male,No,Yes,No,38,DSL,No,No,Yes,Yes,No,No,69.0,No
Male,No,No,Yes,5,DSL,No,No,No,Yes,No,Yes,48.65,No
Male,Yes,No,No,2,DSL,No,No,No,No,No,Yes,44.15,Yes
Female,Yes,No,No,52,DSL,Yes,No,Yes,No,No,No,59.85,No
Female,Yes,No,No,8,Fiber optic,No,No,No,No,No,Yes,75.75,Yes
Female,No,No,No,68,DSL,No,Yes,Yes,No,Yes,Yes,80.65,No
Female,No,Yes,No,42,DSL,Yes,Yes,No,Yes,No,Yes,66.4,No
